1378659589	Total
1378659606	Total
1378659639	
1378659677	FAIL
1378659702	Total
1378659769	Total
1378659781	Total
1378659827	5.70
1378659842	3.03
1378659855	2.45
1378659868	0.04
1378659878	3.00
1378659891	FAIL
1378659916	FAIL
1378659941	FAIL
1378659966	1.04
1378659977	3.42
1378659991	FAIL
1378660016	FAIL
1378660041	FAIL
1378660066	FAIL
1378660091	FAIL
1378660116	7.17
1378660133	3.28
1378660147	FAIL
1378660172	FAIL
1378660197	FAIL
1378660222	FAIL
1378660247	9.08
1378660266	FAIL
1378660291	FAIL
1378660316	FAIL
1378660341	FAIL
1378660366	5.22
1378660381	FAIL
1378660406	9.47
1378660426	FAIL
1378660451	6.50
1378660467	11.74
1378660489	2.20
1378660501	2.29
1378660514	0.03
1378660524	0.10
1378660534	0.44
1378660544	0.24
1378660554	1.68
1378660566	2.71
1378660579	0.10
1378660589	2.54
1378660602	1.10
1378660613	0.58
1378660623	FAIL
1378660648	12.27
1378660671	FAIL
1378660696	0.10
1378660706	0.09
1378660716	FAIL
1378660741	FAIL
1378660766	13.19
1378660789	5.96
1378660805	FAIL
1378660830	2.95
1378660843	0.33
1378660854	1.10
1378660865	FAIL
1378660890	12.14
1378660912	FAIL
1378660937	FAIL
1378660962	FAIL
1378660987	FAIL
1378661012	FAIL
1378661037	1.44
1378661048	8.00
1378661067	5.54
1378661082	FAIL
1378661107	9.38
1378661127	FAIL
1378661152	FAIL
1378661177	4.01
1378661191	8.85
1378661210	0.53
1378661220	FAIL
1378661245	FAIL
1378661270	0.04
1378661280	FAIL
1378661305	FAIL
1378661330	FAIL
1378661355	1.71
1378661367	FAIL
1378661392	4.08
1378661406	0.01
1378661416	0.03
1378661426	FAIL
1378661451	3.57
1378661465	FAIL
1378661490	14.53
1378661514	FAIL
1378661540	10.94
1378661560	8.44
1378661579	12.09
1378661601	8.90
1378661620	7.53
1378661638	10.33
1378661658	8.23
1378661676	0.58
1378661687	0.58
1378661697	0.68
1378661708	0.12
1378661718	0.06
1378661728	1.83
1378661740	2.18
1378661752	FAIL
1378661777	5.37
1378661812	FAIL
1378661847	0.24
1378661867	4.87
1378661892	FAIL
1378661927	FAIL
1378661962	5.69
1378661988	5.12
1378662013	5.13
1378662038	7.82
1378662066	0.66
1378662086	0.04
1378662106	0.04
1378662127	1.16
1378662148	3.96
1378662172	5.00
1378662197	2.66
1378662219	0.06
1378662240	2.78
1378662262	2.32
1378662285	0.02
1378662305	4.24
1378662329	4.34
1378662353	2.23
1378662376	0.26
1378662396	2.05
1378662418	FAIL
1378662453	0.53
1378662474	0.43
1378662494	0.71
1378662515	1.49
1378662536	0.08
1378662556	0.06
1378662576	0.60
1378662597	5.55
1378662623	2.07
1378662645	2.97
1378662668	0.12
1378662688	1.84
1378662710	6.90
1378662737	4.04
1378662761	1.15
1378662782	1.21
1378662803	7.67
1378662831	0.00
1378662851	0.24
1378662871	FAIL
1378662906	0.36
1378662927	11.65
1378662958	5.09
1378662983	0.84
1378663004	1.16
1378663025	FAIL
1378663060	FAIL
1378663095	FAIL
1378663131	6.00
1378663157	5.14
1378663182	4.99
1378663207	9.64
1378663236	FAIL
1378663271	5.64
1378663297	0.94
1378663318	2.10
1378663340	0.07
1378663360	13.98
1378663394	4.26
1378663419	FAIL
1378663454	13.76
1378663487	0.50
1378663508	0.17
1378663528	0.18
1378663548	0.81
1378663569	3.15
1378663592	2.37
1378663615	0.13
1378663635	0.06
1378663655	13.10
1378663688	10.14
1378663718	FAIL
1378663753	FAIL
1378663788	6.15
1378663815	1.62
