
1378659401	612
1378659412	3444
1378659426	149
1378659436	3436
1378659449	1660
1378659461	1384
1378659473	1057
1378659484	193
1378659494	1015
1378659505	FAIL
1378659519	3855
1378659533	1828
1378659545	FAIL
1378659559	FAIL
1378659573	FAIL
1378659587	2015
1378659605	1955
1378659617	300
1378659627	153
1378659638	295
1378659648	1656
1378659660	254
1378659670	579
1378659681	2181
1378659694	1387
1378659705	145
1378659715	FAIL
1378659729	FAIL
1378659744	FAIL
1378659758	949
1378659769	1431
1378659780	2518
1378659793	151
1378659803	2095
1378659815	2420
1378659828	FAIL
1378659842	1365
1378659853	248
1378659863	134
1378659874	2099
1378659886	FAIL
1378659900	887
1378659911	539
1378659923	FAIL
1378659937	1629
1378659949	FAIL
1378659963	2050
1378659976	2602
1378659988	FAIL
1378660002	3194
1378660016	2428
1378660028	589
1378660040	FAIL
1378660054	1227
1378660065	FAIL
1378660080	FAIL
1378660094	925
1378660105	FAIL
1378660119	726
1378660130	1953
1378660143	FAIL
1378660157	FAIL
1378660171	FAIL
1378660185	FAIL
1378660195	FAIL
1378660213	FAIL
1378660227	2846
1378660241	FAIL
1378660255	FAIL
1378660269	FAIL
1378660283	FAIL
1378660297	FAIL
1378660311	966
1378660322	FAIL
1378660337	FAIL
1378660351	FAIL
1378660365	FAIL
1378660379	FAIL
1378660393	FAIL
1378660407	FAIL
1378660421	FAIL
1378660436	FAIL
1378660450	442
1378660461	214
1378660473	FAIL
1378660487	FAIL
1378660501	FAIL
1378660515	FAIL
1378660530	FAIL
1378660544	FAIL
1378660558	FAIL
1378660572	3709
1378660586	FAIL
1378660600	1319
1378660611	1346
1378660623	1130
1378660635	301
1378660646	1035
1378660659	1047
1378660670	FAIL
1378660684	272
1378660695	230
1378660707	915
1378660718	489
1378660728	1399
1378660740	1183
1378660752	FAIL
1378660766	FAIL
1378660780	1260
1378660792	1997
1378660804	FAIL
1378660818	FAIL
1378660832	FAIL
1378660847	874
1378660858	375
1378660869	FAIL
1378660883	FAIL
1378660897	FAIL
1378660911	FAIL
1378660925	FAIL
1378660939	2818
1378660954	179
1378660964	FAIL
1378660978	FAIL
1378660993	FAIL
1378661007	1739
1378661019	532
1378661031	FAIL
1378661046	129
1378661057	564
1378661068	FAIL
1378661082	FAIL
1378661096	FAIL
1378661110	FAIL
1378661124	FAIL
1378661164	FAIL
1378661204	114
1378661215	1108
1378661226	FAIL
1378661240	FAIL
1378661254	560
1378661267	158
1378661277	1552
1378661290	2603
1378661304	1986
1378661316	2227
1378661329	818
1378661340	FAIL
1378661354	514
1378661364	2080
1378661376	2127
1378661390	FAIL
1378661404	2857
1378661417	490
1378661429	252
1378661439	791
1378661450	2566
1378661463	FAIL
1378661477	3123
1378661490	FAIL
1378661504	FAIL
1378661518	FAIL
1378661533	FAIL
1378661547	FAIL
1378661561	2876
1378661574	FAIL
1378661588	FAIL
1378661602	3593
1378661616	FAIL
1378661630	367
1378661640	FAIL
1378661654	FAIL
1378661668	320
1378661679	490
1378661689	286
1378661700	1244
1378661712	291
1378661723	909
1378661734	1722
1378661747	987
1378661758	1015
1378661770	FAIL
1378661785	562
1378661795	846
1378661807	1596
1378661819	1139
1378661831	1128
1378661843	632
1378661853	655
1378661864	982
1378661875	FAIL
1378661889	FAIL
1378661903	FAIL
1378661917	FAIL
1378661932	FAIL
1378661946	FAIL
1378661960	FAIL
1378661975	1643
1378661989	FAIL
1378662003	1253
1378662014	FAIL
1378662028	2643
1378662041	783
1378662053	672
1378662064	198
1378662074	1151
1378662085	1171
1378662098	958
1378662109	788
1378662120	689
1378662130	794
1378662141	392
1378662152	213
1378662163	2430
1378662176	1793
1378662188	3065
1378662201	1995
1378662213	302
1378662224	702
1378662234	462
1378662245	2000
1378662257	532
1378662267	FAIL
1378662282	608
1378662292	3397
1378662306	3031
1378662319	529
1378662330	1475
1378662341	FAIL
1378662355	3270
1378662369	FAIL
1378662383	124
1378662393	694
1378662404	2202
1378662416	FAIL
1378662430	1673
1378662442	3036
1378662457	FAIL
1378662471	FAIL
1378662485	1719
1378662497	576
1378662507	1164
1378662520	2582
1378662532	935
1378662543	FAIL
1378662558	FAIL
1378662572	2212
1378662584	1872
1378662596	1837
1378662608	637
1378662619	609
1378662630	FAIL
1378662644	1710
1378662656	FAIL
1378662671	271
1378662681	236
1378662691	3153
1378662704	FAIL
1378662719	948
1378662730	1282
1378662741	FAIL
1378662760	2571
1378662772	1812
1378662785	3634
1378662798	FAIL
1378662813	2963
1378662826	1536
1378662836	917
1378662850	609
1378662861	FAIL
1378662875	FAIL
1378662889	FAIL
1378662903	996
1378662914	FAIL
1378662929	FAIL
1378662943	1108
1378662956	723
1378662967	1512
1378662979	FAIL
1378662993	FAIL
1378663007	3090
1378663020	FAIL
1378663035	283
1378663045	585
1378663056	925
1378663067	1799
1378663080	1265
1378663093	2028
1378663105	FAIL
1378663119	FAIL
1378663133	FAIL
1378663147	3552
1378663161	FAIL
1378663175	FAIL
1378663189	FAIL
1378663203	1881
1378663216	FAIL
1378663230	FAIL
1378663244	FAIL
1378663258	FAIL
1378663272	FAIL
1378663286	2702
1378663299	FAIL
1378663313	2229
1378663327	3848
1378663341	2701
1378663354	3636
1378663367	FAIL
1378663381	1443
1378663395	FAIL
1378663409	FAIL
1378663423	FAIL
1378663438	FAIL
1378663452	2732
1378663465	2922
1378663478	948
1378663491	FAIL
1378663506	FAIL
1378663520	399
1378663530	780
1378663541	662
1378663552	146
1378663562	FAIL
1378663576	196
1378663587	83.1
1378663597	1357
1378663608	2881
1378663621	FAIL
1378663635	88.3
1378663645	342
1378663656	FAIL
1378663670	FAIL
1378663684	2379
1378663697	FAIL
1378663711	FAIL
1378663730	FAIL
1378663744	799
1378663756	824
1378663768	FAIL
1378663782	2348
1378663794	3720
1378663808	2940
1378663821	1349
1378663832	FAIL
1378663846	FAIL
1378663860	FAIL
1378663875	2202
1378663887	FAIL
1378663901	FAIL
1378663916	523
1378663926	543
1378663937	FAIL
1378663951	FAIL
1378663965	FAIL
1378663979	FAIL
1378663993	FAIL
1378664007	FAIL
1378664034	FAIL
1378664048	2049
1378664060	1255
1378664071	FAIL
1378664085	181
1378664095	1391
1378664107	FAIL
1378664121	FAIL
1378664135	3717
1378664149	3845
1378664163	916
1378664174	924
1378664185	533
1378664196	531
1378664207	941
1378664218	FAIL
1378664233	FAIL
1378664247	FAIL
1378664261	3398
1378664274	FAIL
1378664288	FAIL
1378664303	FAIL
1378664343	714
1378664356	2269
1378664368	FAIL
1378664382	1771
1378664394	629
1378664404	530
1378664415	FAIL
1378664429	FAIL
1378664443	2812
1378664457	415
1378664468	FAIL
1378664483	FAIL
1378664497	1955
1378664509	4070
1378664523	FAIL
1378664537	1645
1378664550	FAIL
1378664564	2936
1378664577	FAIL
1378664591	735
1378664603	FAIL
1378664617	FAIL
1378664639	FAIL
1378664653	FAIL
1378664667	FAIL
1378664681	FAIL
1378664696	FAIL
1378664710	FAIL
1378664724	1971
1378664736	FAIL
1378664751	FAIL
1378664765	FAIL
1378664779	FAIL
1378664793	2917
1378664806	1548
1378664820	FAIL
1378664834	FAIL
1378664848	FAIL
1378664862	FAIL
1378664876	FAIL
1378664891	884
1378664902	FAIL
1378664916	FAIL
1378664930	669
1378664943	FAIL
1378664957	1198
1378664968	1119
1378664981	637
1378664992	954
1378665003	1293
1378665017	1256
1378665029	FAIL
1378665043	2644
1378665056	1241
1378665069	FAIL
1378665084	FAIL
1378665098	1274
1378665109	3557
1378665123	FAIL
1378665137	FAIL
1378665151	FAIL
1378665165	FAIL
1378665179	FAIL
1378665193	FAIL
1378665207	2429
1378665220	FAIL
1378665235	FAIL
1378665249	FAIL
1378665263	3003
1378665276	3612
1378665290	626
1378665303	FAIL
1378665324	577
1378665336	1300
1378665347	FAIL
1378665361	FAIL
1378665375	FAIL
1378665389	1184
1378665401	FAIL
1378665415	1428
1378665427	FAIL
1378665441	496
1378665451	508
1378665462	1339
1378665475	FAIL
1378665489	FAIL
1378665503	274
1378665514	1044
1378665525	1343
1378665537	1401
1378665548	FAIL
1378665562	1423
1378665574	FAIL
1378665588	2779
1378665601	537
1378665611	FAIL
1378665626	FAIL
1378665640	3143
1378665653	441
1378665663	1127
1378665676	FAIL
1378665690	FAIL
1378665704	3873
1378665718	301
1378665729	510
1378665739	560
1378665750	856
1378665761	1133
1378665772	FAIL
1378665786	1656
1378665798	FAIL
1378665813	FAIL
1378665827	FAIL
1378665841	FAIL
1378665855	FAIL
1378665869	1548
1378665883	FAIL
1378665897	FAIL
1378665912	FAIL
1378665926	FAIL
1378665940	FAIL
1378665955	FAIL
1378665969	FAIL
1378665983	FAIL
1378665997	FAIL
1378666012	911
1378666023	513
1378666033	220
1378666043	356
1378666054	150
1378666064	819
1378666075	FAIL
1378666089	615
1378666101	502
1378666112	FAIL
1378666126	165
1378666136	456
1378666147	600
1378666157	537
1378666169	FAIL
1378666183	FAIL
1378666197	FAIL
1378666211	1299
1378666222	1217
1378666234	FAIL
1378666256	FAIL
1378666270	1961
1378666282	FAIL
1378666296	3287
1378666309	FAIL
1378666324	1170
1378666335	613
1378666346	335
1378666356	FAIL
1378666370	1248
1378666382	1156
1378666393	2625
1378666406	1886
1378666418	FAIL
1378666432	FAIL
1378666446	FAIL
1378666460	FAIL
1378666474	FAIL
1378666488	FAIL
1378666502	FAIL
1378666517	FAIL
1378666531	1277
1378666542	FAIL
1378666556	FAIL
1378666570	2382
1378666583	1594
1378666595	FAIL
1378666609	728
1378666620	1264
1378666631	FAIL
1378666645	1057
1378666656	FAIL
1378666671	1167
1378666683	1012
1378666695	229
1378666706	FAIL
1378666720	FAIL
1378666734	2699
1378666747	FAIL
1378666761	FAIL
1378666775	768
1378666787	1533
1378666799	576
1378666810	FAIL
1378666824	506
1378666835	578
1378666846	1518
1378666858	1820
1378666871	947
1378666883	FAIL
1378666897	FAIL
1378666911	FAIL
1378666925	FAIL
1378666939	531
1378666950	FAIL
1378666964	1454
1378666976	1968
1378666989	FAIL
1378667003	FAIL
1378667017	FAIL
1378667031	FAIL
1378667045	3532
1378667059	FAIL
1378667073	FAIL
1378667087	FAIL
1378667101	1267
1378667113	FAIL
1378667127	FAIL
1378667141	FAIL
1378667155	FAIL
1378667169	FAIL
1378667184	3273
1378667197	3024
1378667211	1672
1378667222	1178
1378667234	FAIL
1378667248	FAIL
1378667262	FAIL
1378667276	FAIL
1378667291	FAIL
1378667305	1945
1378667317	FAIL
1378667331	FAIL
1378667345	FAIL
1378667359	1880
1378667371	FAIL
1378667385	2935
1378667398	FAIL
1378667412	FAIL
1378667426	FAIL
1378667441	FAIL
1378667455	FAIL
1378667469	FAIL
1378667483	1473
1378667495	FAIL
1378667509	FAIL
1378667549	FAIL
1378667564	834
1378667577	FAIL
1378667591	FAIL
1378667605	FAIL
1378667619	FAIL
1378667633	2845
1378667646	1882
1378667658	1429
1378667670	2580
1378667683	FAIL
1378667697	1015
1378667708	1489
1378667721	3219
1378667734	1978
1378667746	1692
1378667758	FAIL
1378667772	FAIL
1378667786	893
1378667797	2966
1378667815	505
1378667825	FAIL
1378667840	3856
1378667853	1133
1378667866	582
1378667876	565
1378667887	FAIL
1378667901	FAIL
1378667915	FAIL
1378667930	3413
1378667943	2572
1378667956	FAIL
1378667970	FAIL
1378667984	1751
1378667996	FAIL
1378668010	515
1378668020	FAIL
1378668035	2161
1378668047	1195
1378668058	2167
1378668070	300
1378668082	FAIL
1378668096	247
1378668106	297
1378668117	254
1378668127	1270
1378668138	1032
1378668151	621
1378668161	814
1378668174	2029
1378668187	1626
1378668201	FAIL
1378668215	FAIL
1378668229	2164
1378668243	2092
1378668255	FAIL
1378668269	2387
1378668281	1338
1378668293	509
1378668304	625
1378668315	1120
1378668326	FAIL
1378668340	FAIL
1378668354	843
1378668365	591
1378668376	1232
1378668387	FAIL
1378668401	328
1378668411	FAIL
1378668425	3880
1378668439	1482
1378668451	FAIL
1378668465	FAIL
1378668505	2074
1378668517	FAIL
1378668531	1460
1378668543	1024
1378668555	FAIL
1378668569	1330
1378668581	1281
1378668592	1211
1378668603	FAIL
1378668617	FAIL
1378668632	FAIL
1378668646	FAIL
1378668660	FAIL
1378668674	FAIL
1378668688	FAIL
1378668702	FAIL
1378668716	1528
1378668728	1687
1378668740	514
1378668750	FAIL
1378668764	FAIL
1378668779	1833
1378668790	2366
1378668805	1139
1378668817	FAIL
1378668832	1706
1378668843	FAIL
1378668858	1266
1378668869	FAIL
1378668883	FAIL
1378668897	2703
1378668910	2820
1378668924	1472
1378668936	570
1378668947	2160
1378668959	506
1378668969	FAIL
1378668984	822
1378668994	FAIL
1378669009	640
1378669019	1218
1378669031	FAIL
1378669045	695
1378669056	FAIL
1378669070	1110
1378669081	1630
1378669093	FAIL
1378669106	2628
1378669120	FAIL
1378669134	668
1378669146	FAIL
1378669160	FAIL
1378669174	FAIL
1378669188	FAIL
1378669202	FAIL
1378669216	FAIL
1378669230	3432
1378669244	3983
1378669258	FAIL
1378669272	FAIL
1378669286	FAIL
1378669300	FAIL
1378669314	2460
1378669327	1148
1378669338	FAIL
1378669352	FAIL
1378669366	FAIL
1378669381	1139
1378669393	796
1378669404	FAIL
1378669419	FAIL
1378669433	3016
1378669446	FAIL
1378669460	FAIL
1378669475	FAIL
1378669489	FAIL
1378669503	1678
1378669515	503
1378669529	FAIL
1378669543	FAIL
1378669557	FAIL
1378669572	FAIL
1378669586	317
1378669596	363
1378669606	842
1378669618	610
1378669629	FAIL
1378669643	FAIL
1378669657	645
1378669667	946
1378669679	2316
1378669693	2599
1378669706	2094
1378669718	1822
1378669730	2797
1378669743	1431
1378669754	1217
1378669765	FAIL
1378669779	536
